layer_name,channel_index,weight_index,weight_id,baseline_value,unlearned_value,absolute_change,relative_change,rank_in_channel,channel_total_change
layer3.5.conv3.weight,356,73,layer3.5.conv3.weight_ch356_w73,0.000680514785926789,-0.01027622725814581,0.010956741869449615,16.100666046142578,8,204.21392822265625
layer1.2.conv1.weight,41,155,layer1.2.conv1.weight_ch41_w155,-0.006651854142546654,0.09944259375333786,0.10609444975852966,15.949605941772461,3,460.2436218261719
layer4.0.conv3.weight,32,511,layer4.0.conv3.weight_ch32_w511,-0.0005611584638245404,0.008173366077244282,0.008734524250030518,15.565165519714355,6,366.6627197265625
layer4.0.conv3.weight,32,114,layer4.0.conv3.weight_ch32_w114,-0.00024349745945073664,-0.004021613392978907,0.0037781158462166786,15.516037940979004,7,366.6627197265625
layer4.0.conv3.weight,941,508,layer4.0.conv3.weight_ch941_w508,7.567316788481548e-05,0.0012369106989353895,0.0011612374801188707,15.34543228149414,4,92.2065200805664
layer4.0.conv3.weight,1989,359,layer4.0.conv3.weight_ch1989_w359,0.0016684667207300663,0.02711006999015808,0.025441603735089302,15.248493194580078,9,96.66287231445312
layer4.0.conv3.weight,1989,459,layer4.0.conv3.weight_ch1989_w459,0.002109924564138055,-0.029848294332623482,0.03195821866393089,15.14661693572998,10,96.66287231445312
layer4.0.conv3.weight,92,281,layer4.0.conv3.weight_ch92_w281,0.0015002618310973048,0.02406422235071659,0.022563960403203964,15.04001522064209,8,218.39425659179688
layer4.0.conv3.weight,32,59,layer4.0.conv3.weight_ch32_w59,-0.00030818275990895927,0.004274421371519566,0.004582603927701712,14.869760513305664,8,366.6627197265625
layer4.0.conv3.weight,375,47,layer4.0.conv3.weight_ch375_w47,0.0017449865117669106,-0.02419968880712986,0.025944676250219345,14.868124008178711,8,430.2731628417969
layer2.2.conv3.weight,387,118,layer2.2.conv3.weight_ch387_w118,0.001691861660219729,-0.023301681503653526,0.024993542581796646,14.772805213928223,3,1617.40234375
layer4.0.conv3.weight,1270,179,layer4.0.conv3.weight_ch1270_w179,0.0017886729910969734,0.028193874284625053,0.026405200362205505,14.762453079223633,10,219.80873107910156
layer3.5.conv3.weight,67,162,layer3.5.conv3.weight_ch67_w162,-0.00026528123999014497,-0.003975275903940201,0.0037099947221577168,13.985137939453125,5,353.6904602050781
layer3.5.conv3.weight,67,44,layer3.5.conv3.weight_ch67_w44,-0.0009208059054799378,-0.013541638851165771,0.012620832771062851,13.706290245056152,6,353.6904602050781
layer3.5.conv3.weight,482,189,layer3.5.conv3.weight_ch482_w189,-0.0020458956714719534,-0.029978420585393906,0.02793252468109131,13.65295696258545,4,586.06103515625
layer4.0.conv3.weight,92,184,layer4.0.conv3.weight_ch92_w184,0.0009303878759965301,0.013302752748131752,0.012372365221381187,13.29807186126709,9,218.39425659179688
